id,age
74221,8.256410256
74222,10.51282051
74223,10.02564103
74224,8.051282051
74225,10.66666667
74226,10.17948718
74227,11.28205128
74228,4.41025641
74229,11.30769231
74230,10.71794872
74231,8
74232,11.20512821
74233,6.307692308
74234,9.897435897
74235,11.79487179
74236,8.538461538
74237,9.512820513
74238,10.53846154
74239,6.384615385
74240,7.615384615
74241,7.666666667
74242,12.05128205
74243,10.43589744
74244,6.974358974
74245,11.02564103
74246,11.20512821
74247,8.974358974
74248,9.358974359
74249,15.51282051
74250,10.8974359
74251,14.15384615
74252,8
74253,11.33333333
74254,10.71794872
74255,10
74256,11.05128205
74257,11.8974359
74258,4.179487179
74259,11.69230769
74260,8.743589744
74261,6.974358974
74262,4.743589744
74263,11.15384615
74264,10.30769231
74265,11.71794872
74266,8.256410256
74267,11.02564103
74268,6.923076923
74269,7.820512821
74270,8.435897436
74271,11.94871795
74272,14.82051282
74273,6.743589744
74274,12
74275,9.358974359
74276,7.641025641
74277,8.487179487
74278,14.84615385
74279,10.61538462
74280,12.28205128
74281,13.92307692
74282,11.69230769
74283,10.33333333
74284,7.820512821
74285,7.025641026
74286,10.97435897
74287,11
74288,11.66666667
74289,7.897435897
74290,11.02564103
74291,11.41025641
74292,9.58974359
74293,7.871794872
74294,10.23076923
74295,13.07692308
74296,11.97435897
74297,11.64102564
74298,13.8974359
74299,11.28205128
74300,10.05128205
74301,10.41025641
74302,10.1025641
74303,9.461538462
74304,11.82051282
74305,9.641025641
74306,9.128205128
74307,7.897435897
74308,11.02564103
74309,10.02564103
74310,15.51282051
74311,8.076923077
74312,13.20512821
74313,11.69230769
74314,10.97435897
74315,9.923076923
74316,10.53846154
74317,10.17948718
74318,11.33333333
74319,13.15384615
74320,8.282051282
74321,9.153846154
74322,11.61538462
74323,11.38461538
74324,11.84615385
74325,9.282051282
74326,9.307692308
74327,10.56410256
74328,10.05128205
74329,9.769230769
74330,8.615384615
74331,5.58974359
74332,11.28205128
74333,13.07692308
74334,12.41025641
74335,11.69230769
74336,8.179487179
74337,9.153846154
74338,10.17948718
74339,9.461538462
74340,9.153846154
74341,8.512820513
74342,8.179487179
74343,8.564102564
74344,10.58974359
74345,9.897435897
74346,7.384615385
74347,12.17948718
74348,10.53846154
74349,9.358974359
74350,10.38461538
74351,11.97435897
74352,13
74353,9.871794872
74354,12.43589744
74355,6.846153846
74356,5.897435897
74357,10.28205128
74358,6.974358974
74359,8.384615385
74360,8.820512821
74361,10.84615385
74362,9.564102564
74363,9.615384615
74364,10.25641026
74365,5.435897436
74366,5.41025641
74367,7.897435897
74368,8.205128205
74369,9.384615385
74370,11.76923077
74371,10.82051282
74372,10.30769231
74373,9.871794872
74374,9.102564103
74375,7.282051282
74376,10.64102564
74377,10.25641026
74378,13.87179487
74379,12.17948718
74380,10.02564103
74381,9.128205128
74382,11.38461538
74383,7.948717949
74384,10.48717949
74385,9.846153846
74386,12.38461538
74387,11.1025641
74388,7.256410256
74389,9.41025641
74390,6.923076923
74391,8.512820513
74392,9.846153846
74393,11.94871795
74394,8.179487179
74395,9.333333333
74396,10.07692308
74397,7.333333333
74398,10.41025641
74399,12
74400,13.28205128
74401,9.461538462
74402,8.948717949
74403,10.74358974
74404,6.923076923
74405,16.61538462
74406,5.256410256
74407,9.769230769
74408,9.641025641
74409,12.92307692
74410,10.33333333
74411,10.66666667
74412,11.15384615
74413,10.92307692
74414,12.41025641
74415,13.71794872
74416,10.17948718
74417,15.25641026
74418,8.743589744
74419,10.66666667
74420,11
74421,9.58974359
74422,5.205128205
74423,9.230769231
74424,7.897435897
74425,7.564102564
74426,10.48717949
74427,9.820512821
74428,10.02564103
74429,14.56410256
74430,6
74431,5.58974359
74432,11.23076923
74433,13.17948718
74434,11.51282051
74435,11.84615385
74436,12.71794872
74437,10.43589744
74438,11
74439,8.179487179
74440,11.82051282
74441,9.282051282
74442,11.41025641
74443,7.102564103
74444,9.41025641
74445,11.12820513
74446,13.35897436
74447,9.615384615
74448,4.923076923
74449,6.974358974
74450,9.820512821
74451,14.71794872
74452,10.71794872
74453,7.615384615
74454,10.66666667
74455,8.435897436
74456,11.30769231
74457,7.282051282
74458,7.666666667
74459,10.56410256
74460,8
74461,12.23076923
74462,8.948717949
74463,10.76923077
74464,13.82051282
74465,5.692307692
74466,11.53846154
74467,11.97435897
74468,9.076923077
74469,9.820512821
74470,13.66666667
74471,12.79487179
74472,12.66666667
74473,14.74358974
74474,5.205128205
74475,10.69230769
74476,10.33333333
74477,11.15384615
74478,9.461538462
74479,13.82051282
74480,10.02564103
74481,8.538461538
74482,9.358974359
74483,9.307692308
74484,11.41025641
74485,13.97435897
74486,7.205128205
74487,5.282051282
74488,10.05128205
74489,8.205128205
74490,7.153846154
74491,9.538461538
74492,6.487179487
74493,10.74358974
74494,11.41025641
74495,11.53846154
74496,5.487179487
74497,10.43589744
74498,11.02564103
74499,8.538461538
74500,10.35897436
74501,9.923076923
74502,11.48717949
74503,9.666666667
74504,12.23076923
74505,9.717948718
74506,9.846153846
74507,9.717948718
74508,6.820512821
74509,13.97435897
74510,11.58974359
74511,11.43589744
74512,10.02564103
74513,11.25641026
74514,10.17948718
74515,9.666666667
74516,6.076923077
74517,8.769230769
74518,12.51282051
74519,9.897435897
74520,5.769230769
74521,9.282051282
74522,10.33333333
74523,10.1025641
74524,8.333333333
74525,7.153846154
74526,8.153846154
74527,10.02564103
74528,9.948717949
74529,9.205128205
74530,9.435897436
74531,10.35897436
74532,9.948717949
74533,10
74534,8.230769231
74535,11.30769231
74536,5.333333333
74537,7.538461538
74538,11.07692308
74539,9.102564103
74540,8.615384615
74541,10.58974359
74542,10.64102564
74543,10.1025641
74544,10.53846154
74545,9.948717949
74546,14.61538462
74547,11.15384615
74548,15.58974359
74549,7.717948718
74550,12.07692308
74551,11.71794872
74552,9.051282051
74553,9.794871795
74554,10.79487179
74555,11
74556,9.205128205
74557,12
74558,9.923076923
74559,10.64102564
74560,9.846153846
74561,11.23076923
74562,5
74563,10.92307692
74564,9.717948718
74565,8.871794872
74566,9.948717949
74567,14.35897436
74568,5.128205128
74569,14.1025641
74570,12.71794872
74571,4.41025641
74572,6.692307692
74573,13.07692308
74574,10.66666667
74575,6.564102564
74576,7.666666667
74577,7.743589744
74578,6.923076923
74579,11.17948718
74580,10.17948718
74581,10.64102564
74582,5.076923077
74583,10.53846154
74584,10.53846154
74585,13.71794872
74586,4.076923077
74587,6.307692308
74588,9.615384615
74589,9.153846154
74590,11.58974359
74591,8.435897436
74592,11.25641026
74593,5.051282051
74594,9.641025641
74595,12.17948718
74596,11
74597,7.897435897
74598,5.435897436
74599,9.051282051
74600,6.615384615
74601,7.179487179
74602,8.820512821
74603,5.487179487
74604,11.74358974
74605,5.307692308
74606,7.743589744
74607,11.07692308
74608,9.871794872
74609,6.743589744
74610,11.15384615
74611,8.512820513
74612,11.87179487
74613,9.948717949
74614,9.692307692
74615,10.23076923
74616,6.871794872
74617,10.82051282
74618,6.282051282
74619,8.871794872
74620,8.846153846
74621,5.923076923
74622,8.384615385
74623,7.282051282
74624,9.282051282
74625,10.20512821
74626,11.20512821
74627,8.512820513
74628,12.05128205
74629,11.17948718
74630,13
74631,13.35897436
74632,8.564102564
74633,14.69230769
74634,9.307692308
74635,9.871794872
74636,12.69230769
74637,7.435897436
74638,7.025641026
74639,9.128205128
74640,8
74641,7.153846154
74642,8.307692308
74643,11
74644,10.74358974
74645,4.333333333
74646,9.051282051
74647,10.51282051
74648,11.66666667
74649,5.461538462
74650,13.12820513
74651,9.564102564
74652,11.87179487
74653,5.512820513
74654,11.8974359
74655,11.56410256
74656,8.487179487
74657,9.846153846
74658,11.35897436
74659,10.25641026
74660,10.38461538
74661,14.53846154
74662,7.923076923
74663,11.53846154
74664,11.43589744
74665,14.20512821
74666,10.71794872
74667,8.692307692
74668,11.92307692
74669,9.871794872
74670,10.56410256
74671,9.897435897
74672,10.94871795
74673,10.25641026
74674,9.717948718
74675,11.97435897
74676,9.794871795
74677,10.46153846
74678,10.30769231
74679,10.33333333
74680,10.23076923
74681,9.205128205
74682,10
74683,6.769230769
74684,7.871794872
74685,6.256410256
74686,5.948717949
74687,9.794871795
74688,10.53846154
74689,9.846153846
74690,8.153846154
74691,11.33333333
74692,7.461538462
74693,7.564102564
74694,10.30769231
74695,10.64102564
74696,6.128205128
74697,8.846153846
74698,7.230769231
74699,11.56410256
74700,7.923076923
74701,9.666666667
74702,12.02564103
74703,6.846153846
74704,10.79487179
74705,5.435897436
74706,6.256410256
74707,5.307692308
74708,11.8974359
74709,10.92307692
74710,7.641025641
74711,11.07692308
74712,12.87179487
74713,7.846153846
74714,7.974358974
74715,10.20512821
74716,7.846153846
74717,9.435897436
74718,9.846153846
74719,9.923076923
74720,8.282051282
74721,10.30769231
74722,13.97435897
74723,10.53846154
74724,10.79487179
74725,14.94871795
74726,11.41025641
74727,8.769230769
74728,11.20512821
74729,10.76923077
74730,10.56410256
74731,9.58974359
74732,11.61538462
74733,10.74358974
74734,7.923076923
74735,11.46153846
74736,7.846153846
74737,11.38461538
74738,8.025641026
74739,11.66666667
74740,9.333333333
74741,9.128205128
74742,12.20512821
74743,11.97435897
74744,8.692307692
74745,8.974358974
74746,12.15384615
74747,10.87179487
74748,10.17948718
74749,10.23076923
74750,8.256410256
74751,10.1025641
74752,8.897435897
74753,7.256410256
74754,13.33333333
74755,10.82051282
74756,7.025641026
74757,10.12820513
74758,12.35897436
74759,7.666666667
74760,12.12820513
74761,9.282051282
74762,7.282051282
74763,14.8974359
74764,11.87179487
74765,10.1025641
74766,10.07692308
74767,6.897435897
74768,9.538461538
74769,9.435897436
74770,8.282051282
74771,11.76923077
74772,11
74773,9.743589744
74774,11.61538462
74775,11.8974359
74776,10.82051282
74777,6.820512821
74778,6.076923077
74779,9.820512821
74780,11.25641026
74781,9.615384615
74782,9.538461538
74783,11.28205128
74784,11.25641026
74785,12.1025641
74786,10.8974359
74787,12.79487179
74788,7.948717949
74789,4.974358974
74790,9.692307692
74791,12.07692308
74792,5.923076923
74793,7.179487179
74794,13.53846154
74795,12.66666667
74796,12
74797,8.435897436
74798,12.64102564
74799,10.76923077
74800,15.56410256
74801,9.666666667
74802,12.17948718
74803,12.17948718
74804,10.46153846
74805,10.92307692
74806,5.256410256
74807,5.051282051
74808,7.58974359
74809,14.64102564
74810,6.435897436
74811,11.15384615
74812,10.38461538
74813,11.84615385
74814,10.46153846
74815,9.897435897
74816,11.56410256
74817,13.15384615
74818,9.666666667
74819,9.717948718
74820,10.8974359
74821,10.69230769
74822,10.23076923
74823,7.923076923
74824,11.43589744
74825,7.179487179
74826,9.974358974
74827,11.71794872
74828,10.12820513
74829,10.71794872
74830,9.58974359
74831,7.743589744
74832,8.282051282
74833,15.05128205
74834,12.30769231
74835,10.84615385
74836,10.97435897
74837,13.53846154
74838,9.923076923
74839,7.333333333
74840,9.128205128
74841,9.461538462
74842,11
74843,8.820512821
74844,9.666666667
74845,9.923076923
74846,11.43589744
74847,9.256410256
74848,10.56410256
74849,10.12820513
74850,6.461538462
74851,9.358974359
74852,10.97435897
74853,5.128205128
74854,14.53846154
74855,13.97435897
74856,10.51282051
74857,15.56410256
74858,10.51282051
74859,9.461538462
74860,9.846153846
74861,11.35897436
74862,11.30769231
74863,8.153846154
74864,12.12820513
74865,10.38461538
74866,11.33333333
74867,14.64102564
74868,9.666666667
74869,9.743589744
74870,11.48717949
74871,9.692307692
74872,11.23076923
74873,12.41025641
74874,12.02564103
74875,11.64102564
74876,9.974358974
74877,10.25641026
74878,7.307692308
74879,8.282051282
74880,10.05128205
74881,11.64102564
74882,9
74883,10.48717949
74884,6.948717949
74885,12.02564103
74886,12.46153846
74887,5.743589744
74888,9.538461538
74889,7.923076923
74890,8.41025641
74891,11.66666667
74892,9.58974359
74893,10.17948718
74894,12.92307692
74895,8.435897436
74896,9.358974359
74897,10.43589744
74898,10.46153846
74899,13.66666667
74900,12.12820513
74901,7.102564103
74902,5.846153846
74903,11.35897436
74904,10.64102564
74905,10.15384615
74906,10.51282051
74907,5.384615385
74908,10.28205128
74909,9.564102564
74910,10.79487179
74911,8.564102564
74912,9.538461538
74913,12.23076923
74914,10.25641026
74915,6.41025641
74916,13
74917,7.256410256
74918,12.84615385
74919,12.58974359
74920,10.66666667
74921,4.282051282
74922,9.871794872
74923,9.435897436
74924,10.46153846
74925,9.384615385
74926,11.23076923
74927,8.282051282
74928,6.871794872
74929,8.307692308
74930,9.794871795
74931,9.282051282
74932,8.102564103
74933,14.82051282
74934,9.333333333
74935,11.20512821
74936,8.256410256
74937,8.461538462
74938,10.1025641
74939,11
74940,7.692307692
74941,10.05128205
74942,8.128205128
74943,9.871794872
74944,10.92307692
74945,8.282051282
74946,9.58974359
74947,12.61538462
74948,7.692307692
74949,10.61538462
74950,5.435897436
74951,11.8974359
74952,12.43589744
74953,11.66666667
74954,9.794871795
74955,10.71794872
74956,7.41025641
74957,11.05128205
74958,8.102564103
74959,8.769230769
74960,11.02564103
74961,11.58974359
74962,11.71794872
74963,11.28205128
74964,9.512820513
74965,9.769230769
74966,9.230769231
74967,10.69230769
74968,8.615384615
74969,14.05128205
74970,10.71794872
74971,8.820512821
74972,7.025641026
74973,9.256410256
74974,13.92307692
74975,11.17948718
74976,11.94871795
74977,5.538461538
74978,6.230769231
74979,7.307692308
74980,10.05128205
74981,6.333333333
74982,10.33333333
74983,5.58974359
74984,7.769230769
74985,10.84615385
74986,4.41025641
74987,8.769230769
74988,5.41025641
74989,8.717948718
74990,10.28205128
74991,9.256410256
74992,10.64102564
74993,11.79487179
74994,7.076923077
74995,10.28205128
74996,11.46153846
74997,7.820512821
74998,14.02564103
74999,11.15384615
75000,10.56410256
75001,13.05128205
75002,9.615384615
75003,9.923076923
75004,9
75005,10.20512821
75006,14.53846154
75007,11.17948718
75008,9.58974359
75009,8.641025641
75010,10.87179487
75011,10.51282051
75012,12.12820513
75013,4.948717949
75014,7.128205128
75015,8.743589744
75016,7.897435897
75017,13.69230769
75018,13.53846154
75019,4.102564103
75020,14.53846154
75021,8.307692308
75022,11.30769231
75023,11.61538462
75024,4.384615385
75025,10.82051282
75026,10.51282051
75027,10.20512821
75028,12.12820513
75029,8.794871795
75030,9.717948718
75031,11.48717949
75032,11.30769231
75033,11.79487179
75034,6.179487179
75035,9.435897436
75036,10.46153846
75037,10.56410256
75038,11.1025641
75039,10.53846154
75040,10.05128205
75041,7.846153846
75042,10.23076923
75043,8.461538462
75044,13.1025641
75045,12.20512821
75046,9.538461538
75047,11.43589744
75048,10.17948718
75049,9.41025641
75050,9.897435897
75051,6.358974359
75052,12.87179487
75053,10.38461538
75054,9.051282051
75055,6.384615385
75056,10.02564103
75057,10.64102564
75058,10.97435897
75059,7.512820513
75060,7.666666667
75061,11.71794872
75062,10.41025641
75063,5.897435897
75064,9.333333333
75065,4.153846154
75066,8.666666667
75067,10.84615385
75068,8.256410256
75069,14.17948718
75070,15.15384615
75071,9.179487179
75072,9.743589744
75073,6.230769231
75074,8.564102564
75075,6.974358974
75076,12.17948718
75077,9.743589744
75078,10
75079,8.41025641
75080,7.871794872
75081,7.461538462
75082,11.69230769
75083,9.538461538
75084,14.25641026
75085,10
75086,8.769230769
75087,11.02564103
75088,6.435897436
75089,10.35897436
75090,10.58974359
75091,7.846153846
75092,13.41025641
75093,10.61538462
75094,6.564102564
75095,7.923076923
75096,8.102564103
75097,7.153846154
75098,10.82051282
75099,12.61538462
75100,11.51282051
75101,10.56410256
75102,10.20512821
75103,10.53846154
75104,6.384615385
75105,8.076923077
75106,9.179487179
75107,13.94871795
75108,7.948717949
75109,9.564102564
75110,11.79487179
75111,11.71794872
75112,8.615384615
75113,7.948717949
75114,13.97435897
75115,11.74358974
75116,6.487179487
75117,9
75118,12
75119,9.615384615
75120,10.48717949
75121,12.71794872
75122,7
75123,11.38461538
75124,6.435897436
75125,11.76923077
75126,11.94871795
75127,9.692307692
75128,9.333333333
75129,8.435897436
75130,6.153846154
75131,10.02564103
75132,13.69230769
75133,11
75134,8.794871795
75135,10.76923077
75136,11.94871795
75137,10.28205128
75138,8.666666667
75139,7.179487179
75140,9.153846154
75141,9.538461538
75142,6.358974359
75143,10.64102564
75144,9.871794872
75145,13.05128205
75146,8.333333333
75147,9.256410256
75148,9.769230769
75149,8.769230769
75150,5.692307692
75151,5.205128205
75152,5.974358974
75153,12
75154,8.076923077
75155,9.051282051
75156,10.71794872
75157,10.97435897
75158,14.41025641
75159,7.128205128
75160,10
75161,6.846153846
75162,9.974358974
75163,8.666666667
75164,12.28205128
75165,11.74358974
75166,11.41025641
75167,5.282051282
75168,7.153846154
75169,15.48717949
75170,7.923076923
75171,10.46153846
75172,10.92307692
75173,10.41025641
75174,15.58974359
75175,9.487179487
75176,10.76923077
75177,10.58974359
75178,4.41025641
75179,10.76923077
75180,9.974358974
75181,8.358974359
75182,10
75183,13.05128205
75184,12.61538462
75185,10.8974359
75186,12
75187,10.30769231
75188,7.948717949
75189,11.33333333
75190,7.820512821
75191,11.28205128
75192,12.30769231
75193,12.69230769
75194,10.12820513
75195,10.33333333
75196,6.58974359
75197,7.58974359
75198,10.23076923
75199,7.461538462
75200,10.64102564
75201,9.641025641
75202,7.051282051
75203,10.51282051
75204,11.92307692
75205,7.871794872
75206,9.307692308
75207,9.615384615
75208,11.20512821
75209,10.97435897
75210,12.30769231
75211,9.820512821
75212,10.38461538
75213,11.92307692
75214,9.435897436
75215,10.76923077
75216,10.17948718
75217,10.17948718
75218,9.948717949
75219,14.82051282
75220,8.205128205
75221,10.94871795
75222,9.41025641
75223,9.871794872
75224,7.179487179
75225,8.846153846
75226,12.23076923
75227,5.512820513
75228,12.12820513
75229,9.666666667
75230,8.743589744
75231,10.56410256
75232,10.28205128
75233,13.71794872
75234,10.58974359
75235,8
75236,11.71794872
75237,6.794871795
75238,6.717948718
75239,11.35897436
75240,6.974358974
75241,8.307692308
75242,9.205128205
75243,12.17948718
75244,7.384615385
75245,12.51282051
75246,12.74358974
75247,10.79487179
75248,6.871794872
75249,11.46153846
75250,11
75251,10.76923077
75252,9.538461538
75253,11.02564103
75254,13.71794872
75255,12.02564103
75256,9.256410256
75257,14.8974359
75258,11.1025641
75259,12.74358974
75260,5.871794872
75261,10.17948718
75262,12.79487179
75263,7.307692308
75264,9.794871795
75265,10.05128205
75266,11.56410256
75267,12.48717949
75268,11.20512821
75269,10.05128205
75270,5.564102564
75271,8.564102564
75272,8.58974359
75273,4.846153846
75274,12.17948718
75275,9.820512821
75276,13.92307692
75277,6.641025641
75278,11.84615385
75279,6.897435897
75280,5.205128205
75281,8.256410256
75282,12.05128205
75283,8.974358974
75284,10.87179487
75285,11.64102564
75286,10.66666667
75287,6.282051282
75288,11.23076923
75289,11.92307692
75290,16.20512821
75291,10.02564103
75292,10.38461538
75293,11.05128205
75294,11.76923077
75295,10.15384615
75296,5.358974359
75297,8.897435897
75298,9.615384615
75299,8.128205128
75300,10.28205128
75301,11.35897436
75302,9.692307692
75303,6.58974359
75304,12.38461538
75305,10.8974359
75306,7.307692308
75307,9.179487179
75308,10.61538462
75309,6.820512821
75310,11.48717949
75311,9.564102564
75312,11.61538462
75313,9.641025641
75314,9.794871795
75315,10.35897436
75316,5.923076923
75317,10.25641026
75318,9.846153846
75319,16.64102564
75320,9.666666667
75321,9.641025641
75322,9.717948718
75323,7.128205128
75324,11.17948718
75325,9.487179487
75326,8.282051282
75327,6.230769231
75328,10.41025641
75329,6.384615385
75330,8.282051282
75331,12.02564103
75332,10.56410256
75333,9.58974359
75334,11.66666667
75335,6.512820513
75336,12.15384615
75337,10.51282051
75338,10.61538462
75339,11.23076923
75340,12.28205128
75341,8.538461538
75342,5.076923077
75343,9.846153846
75344,11.76923077
75345,9
75346,13.02564103
75347,10.8974359
75348,4.564102564
75349,11.56410256
75350,7.692307692
75351,6.205128205
75352,5.487179487
75353,8.769230769
75354,6.41025641
75355,7.230769231
75356,9.307692308
75357,11.74358974
75358,10.61538462
75359,8.487179487
75360,7.051282051
75361,7.205128205
75362,11.05128205
75363,11.56410256
75364,9.923076923
75365,7.153846154
75366,7.230769231
75367,10.66666667
75368,14.17948718
75369,10.84615385
75370,11
75371,7.205128205
75372,8.153846154
75373,10.12820513
75374,7.538461538
75375,13.15384615
75376,14.48717949
75377,12.84615385
75378,11.38461538
75379,10.43589744
75380,6.871794872
75381,11.48717949
75382,7.769230769
75383,7.102564103
75384,14.64102564
75385,8.384615385
75386,12.46153846
75387,10.33333333
75388,11.07692308
75389,12.05128205
75390,12.56410256
75391,11.97435897
75392,6.564102564
75393,15.28205128
75394,13.05128205
75395,8.256410256
75396,10.97435897
75397,12.33333333
75398,6.948717949
75399,12.61538462
75400,6.461538462
75401,9.179487179
75402,9.435897436
75403,10
75404,9.025641026
75405,12
75406,6.717948718
75407,5.384615385
75408,9.794871795
75409,10.41025641
75410,13.46153846
75411,13.17948718
75412,6.102564103
75413,8.025641026
75414,10.84615385
75415,10.30769231
75416,6.256410256
75417,10.17948718
75418,9.58974359
75419,7.897435897
75420,11.82051282
75421,13.15384615
75422,10.66666667
75423,10.71794872
75424,8.051282051
75425,9.846153846
75426,10.23076923
75427,7.358974359
75428,10.84615385
75429,10.35897436
75430,10.46153846
75431,5.512820513
75432,9.282051282
75433,10
75434,10.87179487
75435,8.897435897
75436,9.641025641
75437,10.69230769
75438,10.56410256
75439,11.28205128
75440,11.84615385
75441,6.923076923
75442,11.64102564
75443,11.71794872
75444,10.28205128
75445,7.282051282
75446,6.974358974
75447,11.33333333
75448,9.743589744
75449,11.15384615
75450,6.538461538
75451,11.30769231
75452,10.20512821
75453,10.46153846
75454,10.12820513
75455,13.20512821
75456,12.56410256
75457,11.30769231
75458,6.435897436
75459,9.717948718
75460,13.64102564
75461,10.69230769
75462,9.897435897
75463,12.74358974
75464,11.12820513
75465,10.92307692
75466,10.23076923
75467,10.64102564
75468,6.820512821
75469,11.17948718
75470,10.33333333
75471,11.51282051
75472,6.769230769
75473,8.307692308
75474,11.23076923
75475,9.230769231
75476,10.94871795
75477,12.46153846
75478,6.974358974
75479,11.87179487
75480,9.461538462
75481,10.43589744
75482,14.61538462
75483,9.307692308
75484,10.76923077
75485,9.615384615
75486,9.717948718
75487,7.333333333
75488,8.025641026
75489,6.025641026
75490,7.974358974
75491,13.07692308
75492,11.71794872
75493,9.820512821
75494,10.61538462
75495,8.102564103
75496,8.666666667
75497,10.8974359
75498,7.512820513
75499,7.58974359
75500,9.102564103
75501,9.794871795
75502,10.48717949
75503,12.41025641
75504,8.461538462
75505,10.66666667
75506,11.02564103
75507,5.051282051
75508,11.84615385
75509,8.102564103
75510,8.282051282
75511,10.56410256
75512,12.1025641
75513,11.71794872
75514,7.179487179
75515,6.128205128
75516,4.820512821
75517,10.35897436
75518,9.717948718
75519,11.35897436
75520,10.56410256
75521,9.769230769
75522,6.230769231
75523,9.512820513
75524,9.846153846
75525,7.282051282
75526,8.717948718
75527,5.538461538
75528,6.282051282
75529,7.282051282
75530,6.641025641
75531,11.17948718
75532,11.92307692
75533,10.48717949
75534,7.641025641
75535,10.58974359
75536,11.05128205
75537,16.46153846
75538,13.94871795
75539,7.871794872
75540,10.87179487
75541,9.871794872
75542,10.51282051
75543,11.53846154
75544,10.84615385
75545,7.153846154
75546,13.28205128
75547,7.820512821
75548,7.461538462
75549,9.538461538
75550,5.564102564
75551,9.948717949
75552,4.282051282
75553,6.538461538
75554,9.923076923
75555,11.8974359
75556,4.461538462
75557,9.384615385
75558,11.07692308
75559,11.07692308
75560,9.717948718
75561,9.076923077
75562,14.79487179
75563,10.35897436
75564,11.97435897
75565,12.43589744
75566,8.641025641
75567,7.358974359
75568,10.17948718
75569,12.84615385
75570,10.74358974
75571,7.051282051
75572,11.61538462
75573,9.435897436
75574,11
75575,7.692307692
75576,6.794871795
75577,6.538461538
75578,10.56410256
75579,5.974358974
75580,8.153846154
75581,10.33333333
75582,8
75583,13.38461538
75584,12.46153846
75585,11
75586,6.615384615
75587,9.615384615
75588,11.8974359
75589,5.794871795
75590,11.58974359
75591,11.33333333
75592,12.66666667
75593,9.948717949
75594,5.692307692
75595,9.461538462
75596,9.102564103
75597,12
75598,10.66666667
75599,6.179487179
75600,6.897435897
75601,10.41025641
75602,6.871794872
75603,8.333333333
75604,13.23076923
75605,11.8974359
75606,6.538461538
75607,12.17948718
75608,11.17948718
75609,9.230769231
75610,9.461538462
75611,12.02564103
75612,10.66666667
75613,10.33333333
75614,12.66666667
75615,9.282051282
75616,7.461538462
75617,9.692307692
75618,9.743589744
75619,8.743589744
75620,10.74358974
75621,7.512820513
75622,14.56410256
75623,12.17948718
75624,12.15384615
75625,11.17948718
75626,10.71794872
75627,11.53846154
